INDEX;landuse;geometry;center_geo;energysum;conversionfactor
1149;commercial;POLYGON ((4549162.79510763 3274163.325074832, 4549186.565358062 3274121.943229712, 4549189.695102735 3274124.026636127, 4549201.510093495 3274130.84591436, 4549219.801749438 3274141.396473194, 4549274.212467995 3274172.358613653, 4549288.943447059 3274180.739185282, 4549260.685135824 3274219.873966136, 4549253.700102145 3274215.829449692, 4549235.310237848 3274205.2073524, 4549223.839674485 3274198.582181705, 4549223.4761802 3274198.364815568, 4549212.428533156 3274191.99321319, 4549179.452809248 3274172.930866343, 4549177.871580623 3274172.022103892, 4549166.04414199 3274165.1800197, 4549162.79510763 3274163.325074832));POINT (4549224.892186692 3274171.463588157);88,96140854485873;8,895969607070937e-05
1150;commercial;POLYGON ((4550322.532591958 3274273.151274969, 4550328.417316468 3274262.205533493, 4550333.781349251 3274252.227168727, 4550341.372912373 3274256.212339416, 4550342.009582598 3274256.542768524, 4550351.815138357 3274261.700503314, 4550350.334819417 3274264.450433653, 4550342.958258172 3274278.100982318, 4550340.429741595 3274282.785338216, 4550339.150669221 3274282.101930695, 4550331.48456452 3274277.968456025, 4550322.532591958 3274273.151274969));POINT (4550337.156265032 3274267.468473637);7,843005029796244;7,842854054855688e-06
1151;commercial;POLYGON ((4550352.618628766 3273561.521908768, 4550367.437366115 3273501.746590765, 4550467.607284612 3273533.557727657, 4550441.079527474 3273617.21007715, 4550380.631101154 3273598.844861432, 4550388.563940522 3273572.585828398, 4550352.618628766 3273561.521908768));POINT (4550410.396791991 3273557.190084025);129,59511368021583;0,00012959261902229966
1152;commercial;POLYGON ((4550496.921983082 3273631.640485173, 4550510.946103579 3273586.858326302, 4550557.119333391 3273601.619351443, 4550538.1428167 3273644.499689098, 4550496.921983082 3273631.640485173));POINT (4550525.916966702 3273615.723129043);34,61774112534019;3,4617074746651316e-05
1153;commercial;POLYGON ((4550193.96613737 3273494.239340929, 4550194.0750937 3273494.088424656, 4550200.440987432 3273485.359724713, 4550200.572358508 3273485.165284635, 4550206.465953486 3273477.094268026, 4550213.211682173 3273482.053726489, 4550213.257578899 3273482.08928369, 4550217.868565918 3273485.334037003, 4550222.303807068 3273488.559485593, 4550233.841977973 3273496.950432796, 4550244.303118532 3273504.5448742, 4550237.984591443 3273513.130884136, 4550231.666084963 3273521.71690204, 4550222.540113251 3273515.064710208, 4550216.672734286 3273510.792258133, 4550210.417835522 3273506.234410577, 4550200.201248676 3273498.785105008, 4550196.134215847 3273495.821898043, 4550193.96613737 3273494.239340929));POINT (4550219.120425895 3273499.409410744);16,04537328848344;1,6045064420993337e-05
1154;commercial;POLYGON ((4550138.683310127 3273481.453990175, 4550145.478001821 3273471.397037615, 4550151.267784311 3273463.510539756, 4550161.905672722 3273450.445731251, 4550168.804735985 3273442.811337402, 4550177.468591505 3273445.542458606, 4550187.959810001 3273448.859872789, 4550191.950400253 3273450.114885195, 4550188.536466643 3273460.952796837, 4550185.816688543 3273469.58354669, 4550183.508265198 3273472.751847693, 4550183.385231222 3273472.913251435, 4550177.032394271 3273481.65372051, 4550176.908841559 3273481.826241683, 4550170.767158223 3273490.264570417, 4550161.469020474 3273496.171986652, 4550151.897692599 3273502.256129913, 4550143.765217742 3273489.455639791, 4550138.683310127 3273481.453990175));POINT (4550165.234744457 3273471.121159889);27,249345373627758;2,7248820833826708e-05
1155;retail;POLYGON ((4547596.914331608 3277832.89277045, 4547620.969319612 3277825.999774121, 4547634.731349711 3277874.071852668, 4547614.563020032 3277879.85115975, 4547610.234643659 3277877.457271593, 4547605.168790139 3277859.743797825, 4547601.161646964 3277846.290381129, 4547596.914331608 3277832.89277045));POINT (4547616.024655813 3277853.215695928);19,768071052895575;1,976769052485297e-05
1156;commercial;POLYGON ((4550633.669396245 3273326.802810343, 4550643.211672988 3273322.812790712, 4550644.438678742 3273322.290564573, 4550661.550990427 3273314.207606998, 4550674.140693841 3273308.253809649, 4550681.083593024 3273315.384540582, 4550682.399051452 3273322.409203703, 4550678.975780115 3273329.937391516, 4550677.142671233 3273333.974365767, 4550673.174071271 3273342.702722141, 4550658.489834569 3273336.793621648, 4550636.583624054 3273327.974645118, 4550633.669396245 3273326.802810343));POINT (4550663.719316293 3273325.48676304);13,701336832267678;1,3701073086610762e-05
1157;commercial;POLYGON ((4550488.682883429 3273412.216596338, 4550494.320910757 3273389.427317856, 4550500.342701624 3273390.977638821, 4550498.390880878 3273398.719242564, 4550499.519408228 3273398.994582776, 4550498.930466413 3273401.27345433, 4550502.569002178 3273402.356358096, 4550503.751636889 3273401.765185574, 4550504.28038096 3273401.50011203, 4550506.747124449 3273391.60989211, 4550506.526006176 3273391.543895759, 4550508.798382149 3273382.61393647, 4550514.823837713 3273384.231293964, 4550514.438683809 3273385.78431281, 4550513.683494883 3273388.857629807, 4550506.791958907 3273416.802750623, 4550497.740814758 3273414.509822858, 4550488.682883429 3273412.216596338));POINT (4550501.748080382 3273401.921624827);7,083938772707076;7,083802409510693e-06
1158;commercial;POLYGON ((4550855.644082556 3273871.732710761, 4550864.014459137 3273868.524151344, 4550864.598756425 3273864.75214059, 4550866.184338342 3273854.542458287, 4550870.521677436 3273855.201426868, 4550870.313057176 3273854.434082026, 4550873.692928055 3273853.198938543, 4550876.962258638 3273852.003210614, 4550882.554016978 3273849.957574015, 4550882.943593617 3273851.067599048, 4550890.425805353 3273872.039267352, 4550874.700220441 3273877.668019894, 4550858.975193424 3273883.285705112, 4550855.644082556 3273871.732710761));POINT (4550873.538530244 3273867.167162152);10,249910189589663;1,0249712882616673e-05
1159;retail;POLYGON ((4559447.066153958 3270874.598212385, 4559475.247287243 3270868.839882193, 4559477.95992511 3270868.280131577, 4559471.847852759 3270838.73575139, 4559476.023279218 3270837.734129528, 4559487.472304326 3270892.06104209, 4559495.810130959 3270893.544802544, 4559498.508156969 3270908.127002431, 4559456.166887484 3270917.223393523, 4559452.40036019 3270899.581123475, 4559447.066153958 3270874.598212385));POINT (4559471.386523305 3270889.985778067);29,318821346003563;2,93182569695569e-05
1160;commercial;POLYGON ((4549465.69647729 3276453.067742793, 4549470.319638627 3276438.363771404, 4549498.147627166 3276447.0294138, 4549498.300185219 3276446.523983934, 4549501.245223001 3276437.09009048, 4549543.076223326 3276450.070725018, 4549560.169924763 3276455.230814326, 4549555.853488639 3276466.11630824, 4549552.983339701 3276473.358797294, 4549550.257988034 3276480.262619804, 4549541.972496892 3276500.846464644, 4549545.175448915 3276506.565673423, 4549547.005996466 3276509.53617355, 4549548.709850498 3276512.311396145, 4549556.390717957 3276524.800533685, 4549557.855248122 3276527.174713698, 4549565.538819597 3276536.254733882, 4549557.642575953 3276542.807335676, 4549555.81375327 3276544.315741418, 4549539.266362606 3276558.032178904, 4549537.387535414 3276559.593979005, 4549522.697700815 3276571.769963648, 4549514.328679707 3276566.034063265, 4549494.26088244 3276552.291075073, 4549486.391668662 3276546.901497125, 4549483.878228784 3276545.180618547, 4549466.362809793 3276533.193860258, 4549473.987196116 3276522.1274061, 4549475.873500845 3276519.384944694, 4549479.254821556 3276510.494910606, 4549483.602181046 3276499.087149669, 4549486.835113976 3276490.613612222, 4549482.190732284 3276489.161612242, 4549484.031365419 3276483.319737565, 4549486.445283989 3276475.666115884, 4549491.066422342 3276461.006632878, 4549479.88356042 3276457.513464802, 4549470.347673578 3276454.520041009, 4549465.69647729 3276453.067742793));POINT (4549515.649876566 3276502.231016655);135,30694130984293;0,00013530433670136142
1161;commercial;POLYGON ((4549575.957011839 3276398.696302675, 4549576.830399425 3276396.419402394, 4549578.980791891 3276390.781325052, 4549589.565143127 3276363.129102816, 4549590.972887856 3276359.439750476, 4549595.372176005 3276347.945347198, 4549611.029033113 3276353.930264968, 4549626.852642281 3276359.978676382, 4549622.478277746 3276371.373938906, 4549619.371597957 3276379.463310705, 4549614.480609087 3276392.182721459, 4549613.836892938 3276393.902059036, 4549597.716134913 3276401.220691067, 4549575.957011839 3276398.696302675));POINT (4549601.485582282 3276376.414673517);26,27676395599496;2,62762581380258e-05
1162;retail;POLYGON ((4549434.481162419 3276427.187873047, 4549445.979101836 3276400.747574112, 4549449.713336013 3276392.152411476, 4549453.538725103 3276383.349790495, 4549460.495010659 3276386.335014251, 4549466.305660088 3276387.094578438, 4549468.16158592 3276387.336587721, 4549492.469129755 3276394.914261144, 4549495.34792136 3276374.079680995, 4549497.02333032 3276369.890212049, 4549520.46883956 3276377.171805341, 4549563.491277801 3276390.530928264, 4549561.008632855 3276397.033771808, 4549543.076223326 3276450.070725018, 4549501.245223001 3276437.09009048, 4549498.300185219 3276446.523983934, 4549498.147627166 3276447.0294138, 4549470.319638627 3276438.363771404, 4549460.314629331 3276435.237209391, 4549448.916955402 3276431.689593144, 4549434.481162419 3276427.187873047));POINT (4549502.309630938 3276411.66556254);104,20703715741634;0,00010420503121056553
1163;retail;POLYGON ((4549894.648745832 3276335.340624912, 4549895.624209367 3276334.516896261, 4549934.260524303 3276299.143596079, 4549935.90350322 3276297.693536308, 4549967.787987094 3276332.186643408, 4550020.582475256 3276284.592244192, 4550065.575869693 3276243.108971785, 4550068.728742662 3276244.659320014, 4550070.023613861 3276243.103992226, 4550108.794074744 3276262.308925152, 4550154.616553729 3276283.457550244, 4550183.893477398 3276297.297217314, 4550212.020899888 3276310.01403086, 4550252.472158417 3276325.487940724, 4550203.502992155 3276360.344915167, 4550181.372384922 3276380.584828738, 4550170.491135504 3276367.154798378, 4550084.38888654 3276443.292385626, 4550032.561813852 3276489.672031612, 4549957.015997264 3276405.108169519, 4549894.648745832 3276335.340624912));POINT (4550063.329384877 3276355.149320169);653,8505898002808;0,000653838003418715
1164;commercial;POLYGON ((4546671.069830767 3275429.895088767, 4546671.487038394 3275429.535392924, 4546673.892856142 3275427.428463627, 4546674.62153186 3275426.793360002, 4546672.305527141 3275421.339657414, 4546676.763519903 3275416.251753888, 4546679.971674941 3275413.089737624, 4546687.358316877 3275407.667989642, 4546692.620809785 3275404.577746197, 4546698.121379494 3275401.921765922, 4546703.824607363 3275399.731851104, 4546709.683056045 3275398.005830657, 4546715.66181796 3275396.764388962, 4546738.469832445 3275394.310434985, 4546743.679645075 3275393.546303192, 4546742.458215567 3275428.495438488, 4546742.605502196 3275428.836413315, 4546742.520257332 3275438.803717633, 4546742.704470228 3275440.260484826, 4546743.898673982 3275440.281745993, 4546743.79543826 3275442.672336806, 4546742.627954151 3275442.808273362, 4546742.5545081 3275445.289356397, 4546740.194168315 3275448.178206867, 4546742.018113507 3275457.976691812, 4546741.767664359 3275462.533039424, 4546733.921507108 3275480.300189719, 4546722.133468291 3275475.415436065, 4546714.465364018 3275471.755458768, 4546706.161048563 3275466.573470188, 4546694.126995146 3275458.179246295, 4546682.635924051 3275449.052322713, 4546675.746183369 3275442.052317249, 4546671.408731724 3275437.141115267, 4546671.069830767 3275429.895088767));POINT (4546713.115973348 3275433.204431365);70,61295617738111;7,06115969041407e-05
1165;commercial;POLYGON ((4546583.717821103 3275459.465007741, 4546586.495906657 3275456.940574356, 4546584.937669917 3275454.351405058, 4546584.487593703 3275452.91590341, 4546593.561160499 3275446.691077398, 4546626.676306538 3275425.066714227, 4546658.56260307 3275408.165799897, 4546666.127518753 3275415.252388649, 4546640.710643496 3275443.568077587, 4546636.925761687 3275445.834722256, 4546635.593727205 3275447.333495698, 4546633.609741398 3275449.571159245, 4546631.618980798 3275451.808513421, 4546630.767570527 3275454.521372779, 4546610.962742863 3275476.877378302, 4546583.717821103 3275459.465007741));POINT (4546622.634192497 3275443.365598537);33,440161692344354;3,343951798162321e-05
1166;commercial;POLYGON ((4550614.18841592 3273304.337171853, 4550621.576180338 3273277.273157557, 4550626.157499371 3273268.662419684, 4550642.237326265 3273277.421748302, 4550637.35082553 3273289.65037431, 4550614.18841592 3273304.337171853));POINT (4550627.920493178 3273285.027441499);7,675213740896328;7,675065995875907e-06
1167;commercial;POLYGON ((4564635.812669159 3266622.572556248, 4564637.257333981 3266607.010094318, 4564660.8042352 3266609.185505183, 4564695.345250756 3266612.38252973, 4564693.759259214 3266629.420041187, 4564692.194559758 3266646.302600467, 4564675.225713246 3266644.73008546, 4564672.612726195 3266672.882291697, 4564641.736431491 3266670.033297232, 4564646.048116335 3266623.523101595, 4564635.812669159 3266622.572556248));POINT (4564664.42446178 3266636.333130569);43,19914185361604;4,3198310286143034e-05
1168;commercial;POLYGON ((4538730.346316596 3273679.208865504, 4538776.959006966 3273651.879446386, 4538790.311417552 3273723.687430007, 4538777.843693961 3273728.673480197, 4538751.818484669 3273727.847406195, 4538744.979766756 3273714.199687128, 4538740.205879231 3273714.022339902, 4538730.346316596 3273679.208865504));POINT (4538762.411849041 3273694.7780549);48,60102277490318;4,860008722322413e-05
1169;commercial;POLYGON ((4538794.651459354 3273641.509517976, 4538828.241369173 3273620.356359733, 4538844.941477563 3273707.930746774, 4538861.640740723 3273706.161879748, 4538845.121055422 3273708.016659303, 4538827.328777516 3273709.926687032, 4538809.513761109 3273716.481177956, 4538801.355382634 3273675.181173807, 4538798.873518384 3273662.539008845, 4538794.651459354 3273641.509517976));POINT (4538819.678710188 3273670.757958595);48,44507079834365;4,8444138248682365e-05
1170;commercial;POLYGON ((4543846.019479096 3271728.861358339, 4543852.234460297 3271684.457080046, 4543857.239429574 3271681.987104505, 4543861.410287631 3271680.526676801, 4543870.964174571 3271682.640435807, 4543873.382979935 3271687.740683716, 4543887.922104269 3271725.395397288, 4543882.020304961 3271727.412626684, 4543869.546787174 3271731.684220944, 4543868.504586775 3271732.038207947, 4543864.431603322 3271731.642566664, 4543846.019479096 3271728.861358339));POINT (4543864.848180546 3271709.038097832);23,927430720511072;2,392697012633614e-05
1171;commercial;POLYGON ((4555045.464230518 3271469.020936342, 4555235.787765513 3271394.921755107, 4555334.173241619 3271705.58538642, 4555352.528929493 3271760.050161051, 4555362.417764142 3271789.399908394, 4555297.333916672 3271798.598492054, 4555169.962728625 3271793.008549849, 4555157.04635339 3271761.844273235, 4555148.51199586 3271753.951858997, 4555114.734783312 3271668.77320044, 4555045.464230518 3271469.020936342));POINT (4555203.873606639 3271610.357272398);1219,854151233764;0,0012198306694933762
1172;commercial;POLYGON ((4555394.285274088 3271681.387886318, 4555424.083223227 3271668.720037696, 4555457.026792857 3271654.519388564, 4555460.618550817 3271653.319594101, 4555463.711476428 3271651.605850191, 4555467.888651012 3271668.75133277, 4555475.248921664 3271698.805680574, 4555477.846477822 3271709.458316162, 4555480.556533416 3271720.31685631, 4555440.024757491 3271723.906131424, 4555439.745822308 3271726.901218272, 4555412.162785873 3271723.362299813, 4555394.285274088 3271681.387886318));POINT (4555440.010508813 3271693.760332465);67,74236058907886;6,774105657373981e-05
1173;commercial;POLYGON ((4555680.666400197 3271587.056733318, 4555780.239577545 3271563.147440163, 4555795.036364477 3271555.060448692, 4555875.407934037 3271535.854940368, 4555909.236837067 3271530.479269542, 4555957.691467433 3271520.318348353, 4556096.79919689 3271485.517998972, 4556144.874852864 3271473.780919259, 4556183.794767105 3271464.17058123, 4556270.201461713 3271441.37038722, 4556291.312400417 3271435.736304497, 4556287.106868329 3271473.998302239, 4556298.644681839 3271523.596017734, 4556304.473443628 3271536.007725821, 4556272.900822337 3271543.081617224, 4556268.104580498 3271539.053471714, 4556263.953962359 3271521.407042525, 4556242.152827156 3271525.28129087, 4556218.039712764 3271527.897784871, 4556211.984899434 3271529.425315937, 4556175.279376081 3271538.650696988, 4556188.539697404 3271591.47227606, 4556209.849884189 3271586.203928621, 4556216.259234722 3271613.317341148, 4556202.166190978 3271617.057804541, 4556200.299987484 3271609.615065403, 4556141.682291265 3271624.347759092, 4556139.610718704 3271616.081888365, 4555820.315686998 3271696.34122944, 4555821.492080509 3271701.021165641, 4555713.403198967 3271733.493730989, 4555688.014523172 3271629.289118907, 4555688.224386314 3271624.897998919, 4555684.050727164 3271605.702325494, 4555685.84826336 3271605.353282447, 4555680.666400197 3271587.056733318));POINT (4555972.405023907 3271584.661195194);1302,4638716504953;0,001302438799703601
1174;commercial;POLYGON ((4555861.314785816 3269990.998265823, 4555865.823851006 3269965.374464047, 4555873.81118415 3269935.548496267, 4555884.404994433 3269920.041501493, 4555906.182122565 3270121.010344613, 4555881.009762786 3270152.046308259, 4555866.051393785 3270097.8639402, 4555859.539301969 3270066.256138808, 4555859.561055221 3270027.683493213, 4555861.314785816 3269990.998265823));POINT (4555880.680466115 3270044.608808541);107,16958684967082;0,00010716752387483624
1175;commercial;POLYGON ((4549956.07067714 3276100.324305956, 4549962.216576044 3276094.782831283, 4549970.822108348 3276087.027065882, 4549975.366155831 3276082.926427153, 4549983.542967285 3276092.787624561, 4549993.308174883 3276104.549823095, 4550008.89007975 3276123.345132479, 4550004.08020634 3276127.321975549, 4549993.570944443 3276136.003106724, 4549988.233642224 3276139.933177634, 4549973.311627271 3276121.54739699, 4549966.86453628 3276113.616039119, 4549965.124385958 3276111.474043283, 4549963.608921451 3276109.609879161, 4549956.07067714 3276100.324305956));POINT (4549982.28595176 3276111.717159912);21,985131501649093;2,1984708296014395e-05
1176;commercial;POLYGON ((4549651.237311652 3267929.7500467, 4549664.157747057 3267921.613553329, 4549666.896089933 3267923.132999362, 4549672.3270349 3267920.721716777, 4549682.623148402 3267945.898588454, 4549671.32034391 3267940.461927681, 4549662.805467499 3267943.666279562, 4549656.390797126 3267938.567400454, 4549651.237311652 3267929.7500467));POINT (4549666.676327627 3267933.112047195);6,959821267477567;6,959687293497167e-06
1177;commercial;POLYGON ((4548850.918728088 3274707.794521717, 4548857.844476599 3274695.703215734, 4548861.192325233 3274697.618246996, 4548875.258992979 3274705.654983485, 4548897.887070239 3274718.588537856, 4548929.447180402 3274736.625569576, 4548921.05872716 3274748.181234397, 4548918.2537766 3274746.569786433, 4548907.153884703 3274740.174119114, 4548890.76160133 3274730.737408255, 4548879.462960924 3274724.232349759, 4548854.120563174 3274709.635953557, 4548850.918728088 3274707.794521717));POINT (4548889.940513884 3274722.121966272);18,5638738387332;1,8563516491040747e-05
1178;commercial;POLYGON ((4560263.297839649 3264829.670064211, 4560407.380187706 3264680.017840208, 4560447.014012426 3264638.849912731, 4560479.841190368 3264647.616240747, 4560548.39772325 3264707.186055846, 4560492.542911318 3264763.578874483, 4560381.817075558 3264875.388749123, 4560315.437897836 3264810.255119808, 4560280.696830898 3264846.323624365, 4560263.297839649 3264829.670064211));POINT (4560416.151870189 3264754.620996851);462,9837123971118;0,00046297480013220924
1179;commercial;POLYGON ((4543250.370018115 3280699.869177497, 4543254.816802261 3280689.920728749, 4543255.603561196 3280688.1291688, 4543260.230108067 3280678.255682511, 4543263.681390919 3280673.353600133, 4543296.329664291 3280659.887801507, 4543299.206576299 3280654.191102259, 4543299.891431898 3280652.851716222, 4543314.564745908 3280655.664362402, 4543344.025397287 3280661.317218678, 4543360.082042385 3280664.437565648, 4543367.227017269 3280654.677901241, 4543365.132006325 3280653.01244822, 4543368.273351979 3280648.664611732, 4543368.862056559 3280647.79994225, 4543371.210288034 3280650.312385757, 4543375.96714104 3280654.604717314, 4543377.201252616 3280653.56866487, 4543388.314609294 3280677.265550976, 4543385.587683645 3280680.852242824, 4543387.893517908 3280685.791455174, 4543386.945722049 3280686.049446125, 4543381.476277662 3280687.740899707, 4543377.891557836 3280694.085170747, 4543376.506654667 3280693.064522099, 4543372.542018013 3280698.065893906, 4543364.905264433 3280714.922250141, 4543358.126965238 3280729.455554539, 4543360.141285894 3280730.058995236, 4543358.316252674 3280734.399435477, 4543359.254560822 3280734.798312745, 4543356.067401212 3280742.397169334, 4543351.807903708 3280741.046177824, 4543352.10955766 3280740.079418297, 4543318.81661489 3280729.652339146, 4543308.783341859 3280725.790267312, 4543302.179069752 3280722.896302836, 4543298.900370894 3280721.45595258, 4543274.664951555 3280710.680556899, 4543265.656081455 3280706.664289261, 4543250.370018115 3280699.869177497));POINT (4543323.627709881 3280691.912986516);122,33914478643666;0,00012233678980323295
1180;commercial;POLYGON ((4543581.835921133 3280273.457686022, 4543583.791842995 3280265.647322801, 4543590.910362879 3280240.668509325, 4543624.323257211 3280249.119648059, 4543629.111487742 3280250.338789632, 4543633.385308672 3280251.233879074, 4543635.966452586 3280251.907613347, 4543647.149681796 3280254.964468788, 4543672.180404545 3280261.265577968, 4543674.902377311 3280267.048157962, 4543640.204990276 3280328.045612717, 4543633.111300029 3280331.133950395, 4543595.080577451 3280321.460167128, 4543596.217843577 3280316.58737547, 4543602.101419691 3280294.003712078, 4543602.899451558 3280294.206898462, 4543605.305065213 3280294.861542009, 4543607.739368128 3280285.780487894, 4543609.204844547 3280280.254092022, 4543608.466728706 3280280.075894775, 4543605.951274177 3280279.449706762, 4543589.838609138 3280275.445969095, 4543581.835921133 3280273.457686022));POINT (4543626.546191073 3280283.661745291);80,47254454150216;8,047099547483927e-05
1181;retail;POLYGON ((4562602.615528306 3276015.888191897, 4562618.516386297 3276008.700385452, 4562624.808411092 3276005.888785366, 4562623.775458185 3275999.00750262, 4562686.390028706 3276002.188711824, 4562684.24563915 3276048.872975236, 4562684.835956518 3276096.983919853, 4562684.762020002 3276107.855852707, 4562749.975466098 3276110.92023622, 4562754.806903641 3276111.146063725, 4562819.199925073 3276114.1822686, 4562821.806077532 3276114.220986234, 4562828.553613972 3276127.377639736, 4562828.539828046 3276138.675974363, 4562836.226620226 3276139.119978531, 4562852.083054092 3276139.719711174, 4562851.02122343 3276198.848148155, 4562791.116224874 3276195.998200098, 4562742.286804039 3276193.458185374, 4562741.334238164 3276209.613386028, 4562688.656896806 3276205.224863916, 4562678.535667847 3276180.72656976, 4562676.122895323 3276180.485690944, 4562667.587069438 3276160.611502827, 4562649.102323151 3276121.417911969, 4562644.718003343 3276110.739701814, 4562602.615528306 3276015.888191897));POINT (4562722.010904503 3276123.561029889);366,4689154622007;0,00036646186107137506
1182;retail;POLYGON ((4555110.878315875 3267487.116332415, 4555117.823284271 3267478.844000217, 4555123.246599367 3267471.669443108, 4555123.848073278 3267470.895739232, 4555129.370513172 3267463.068515628, 4555145.305539184 3267439.72402963, 4555160.072974073 3267418.329771778, 4555164.876529063 3267411.31528342, 4555174.461196437 3267397.32982218, 4555194.436094493 3267368.16039446, 4555201.681547099 3267357.584899284, 4555223.791786198 3267325.29682004, 4555264.912647436 3267265.966579981, 4555269.629336633 3267259.638856532, 4555273.529427802 3267257.885150632, 4555277.090878541 3267258.09864325, 4555319.187034845 3267274.401727933, 4555322.064864564 3267275.54102612, 4555318.143372077 3267284.881315467, 4555299.439193318 3267277.654273317, 4555277.706561041 3267341.836937496, 4555306.069403938 3267351.66134105, 4555297.16093633 3267377.143666917, 4555396.721561663 3267410.97024226, 4555404.801613147 3267420.568076089, 4555368.072445952 3267530.177350598, 4555375.312547009 3267545.261677687, 4555408.3622734 3267556.345362269, 4555412.476025262 3267566.657474248, 4555393.32446344 3267622.917713576, 4555397.926776594 3267624.551162999, 4555382.700880455 3267668.819627434, 4555370.451221692 3267673.92067843, 4555350.66407533 3267673.605658206, 4555331.887766416 3267672.491893529, 4555314.737874375 3267669.795219422, 4555290.231165437 3267663.741284466, 4555276.49839812 3267659.568991802, 4555258.257940106 3267652.776274308, 4555257.683064139 3267646.710094819, 4555244.080203368 3267641.808692532, 4555232.920620546 3267637.168050946, 4555220.539624815 3267630.463968777, 4555203.111499006 3267621.180778897, 4555175.286284741 3267603.527345089, 4555151.3872678 3267589.703616579, 4555153.637689088 3267584.016527203, 4555170.518214468 3267533.675589765, 4555169.221584844 3267533.190720524, 4555153.343871239 3267527.624638767, 4555144.958405345 3267524.72016785, 4555140.367907681 3267523.120949327, 4555142.698090157 3267516.044900022, 4555135.632245688 3267513.570688727, 4555137.271181947 3267508.010590113, 4555141.147035426 3267497.475836839, 4555110.878315875 3267487.116332415));POINT (4555273.679178452 3267496.644026655);1149,0226736618226;0,0011490005554011312
1183;retail;POLYGON ((4554811.087908704 3267704.832721036, 4554822.095030803 3267636.162946158, 4554912.20326393 3267660.139800565, 4554917.979841255 3267635.522477481, 4554924.737201391 3267607.163380087, 4554925.611021334 3267603.238265257, 4554956.444936007 3267610.002323735, 4554955.55381427 3267614.004607894, 4554952.687757044 3267626.915966135, 4554949.528522301 3267641.128177857, 4554945.641443487 3267658.771033663, 4555011.595572679 3267675.4107626, 4554993.091330991 3267753.61902493, 4554837.646403632 3267714.089987647, 4554811.087908704 3267704.832721036));POINT (4554914.646446078 3267687.355816253);259,01022581350566;0,0002590052399626364
1184;retail;POLYGON ((4555855.375350399 3276318.146113192, 4555875.548094331 3276267.864695213, 4555902.539741281 3276278.95610508, 4555922.093394378 3276286.829612764, 4555963.557786885 3276334.020961829, 4555954.257326033 3276354.513694144, 4555952.64971297 3276358.303384161, 4555855.375350399 3276318.146113192));POINT (4555908.516492522 3276313.674867706);80,46753107756886;8,04659821074133e-05
1185;commercial;POLYGON ((4555279.500413341 3276200.466326319, 4555340.766372024 3276102.988752578, 4555376.915931603 3276146.579467457, 4555369.750400677 3276157.971346588, 4555341.481275613 3276202.710838625, 4555340.554266287 3276204.204370181, 4555338.036810589 3276208.285240374, 4555333.119878533 3276216.252035853, 4555331.500742786 3276218.871438361, 4555327.312491963 3276225.658396668, 4555327.157991689 3276225.907319021, 4555325.235835085 3276228.757442595, 4555279.500413341 3276200.466326319));POINT (4555330.013868051 3276169.178058048);92,14266008654714;9,214088637448443e-05
1186;commercial;POLYGON ((4567510.872147433 3268584.177443212, 4567572.831537026 3268595.305612138, 4567560.282764213 3268654.385706283, 4567553.435974116 3268659.604403415, 4567519.759000746 3268655.337584862, 4567510.872147433 3268584.177443212));POINT (4567540.473378044 3268621.022115014);55,70479747098425;5,5703725174274645e-05
1187;retail;POLYGON ((4544425.916291771 3261460.362401705, 4544437.379183798 3261446.208199498, 4544478.676038071 3261408.190984539, 4544481.945438079 3261405.174806088, 4544495.258204827 3261392.730820836, 4544542.286513739 3261349.837305323, 4544567.418876884 3261326.653511122, 4544573.815913042 3261320.748541012, 4544638.886931602 3261260.724091335, 4544640.342230893 3261259.419608287, 4544643.465628927 3261262.02288422, 4544649.838860102 3261266.544447631, 4544655.954017408 3261267.600791143, 4544675.959958976 3261265.397243945, 4544712.134802252 3261261.206761556, 4544777.604477497 3261257.517407357, 4544780.201337629 3261257.768581196, 4544782.164778476 3261258.770935703, 4544842.176777233 3261295.754700384, 4544867.712771432 3261312.574004776, 4544889.745305065 3261328.109668978, 4544882.493214508 3261339.033353209, 4544836.990112411 3261408.830376273, 4544831.765603815 3261405.262920816, 4544830.885923825 3261406.637959687, 4544806.44691688 3261444.813575872, 4544811.280822648 3261447.984552832, 4544794.884738953 3261473.266932332, 4544790.240904943 3261469.959743686, 4544756.173509071 3261521.324800468, 4544751.370269339 3261528.571657551, 4544750.780919923 3261529.402816541, 4544755.080358504 3261549.282639363, 4544750.636807879 3261559.854506002, 4544728.871258309 3261611.609149243, 4544708.793676997 3261601.777403841, 4544705.641442811 3261600.264539585, 4544612.216654009 3261555.49940089, 4544572.15483542 3261536.309111317, 4544571.744049952 3261532.157413695, 4544575.743694787 3261526.255493802, 4544598.856025831 3261488.754145305, 4544596.508313615 3261487.667645125, 4544596.44911789 3261485.971611369, 4544594.49363209 3261486.295407731, 4544593.51441982 3261487.16466218, 4544568.858069306 3261532.428017445, 4544568.709056977 3261534.660523912, 4544552.949967857 3261527.041083851, 4544428.14152378 3261466.70159721, 4544425.916291771 3261460.362401705));POINT (4544670.298438324 3261414.469296185);1454,8940187441274;0,0014548660125733854
