INDEX;geometry;traffic;energysum;conversionfactor
137;POINT (4553369.072627946 3278667.765294861);787140,0;15238;0,0025395967246616426
138;POINT (4545073.538195236 3279361.057683146);786570,0;15227;0,0025377576996685573
139;POINT (4552383.119121791 3261529.645646309);783090,0;15159;0,0025265299681318265
140;POINT (4553395.293349515 3278763.607905906);782292,0;15144;0,002523955333141507
141;POINT (4553395.05034791 3278763.89954827);782292,0;15144;0,002523955333141507
142;POINT (4550959.910809441 3277097.272433291);777466,0;15050;0,002508384921533385
143;POINT (4550956.675902742 3277095.60697879);777466,0;15050;0,002508384921533385
144;POINT (4547797.152864292 3275102.574897534);777159,0;15045;0,0025073944291248286
145;POINT (4547799.522260423 3275102.69321013);777159,0;15045;0,0025073944291248286
146;POINT (4557586.464519614 3272096.35391818);771908,0;14943;0,002490452814670985
147;POINT (4549266.368251204 3274730.14537375);769650,0;14899;0,0024831676946106577
148;POINT (4549266.33653842 3274730.128536081);769650,0;14899;0,0024831676946106577
149;POINT (4546873.194261289 3262961.121487916);747339,0;14467;0,0024111843847497362
150;POINT (4546874.065044449 3262961.674623179);747339,0;14467;0,0024111843847497362
151;POINT (4555907.91463779 3265999.826227656);745339,0;14429;0,002404731665475753
152;POINT (4557599.647503706 3272093.572659833);741668,0;14357;0,0023928876992483565
153;POINT (4553432.256143448 3279083.218687448);741045,0;14345;0,0023908776771945106
154;POINT (4546773.889881958 3274230.571960225);736390,0;14255;0,0023758589730843143
155;POINT (4546522.115053975 3274746.965933924);735999,0;14248;0,00237459746646625
156;POINT (4546522.118187965 3274746.971649855);735999,0;14248;0,00237459746646625
157;POINT (4552453.624781819 3271274.726355294);735263,0;14233;0,0023722228657734245
158;POINT (4552451.745738355 3271276.543410445);735263,0;14233;0,0023722228657734245
159;POINT (4561153.373840262 3272627.642614017);731642,0;14163;0,0023605402175278776
160;POINT (4546241.487394157 3262977.925299088);727830,0;14090;0,002348241334591665
161;POINT (4546714.614061399 3277863.861444737);726022,0;14055;0,0023424080763679842
162;POINT (4546714.612588971 3277863.853294826);726022,0;14055;0,0023424080763679842
163;POINT (4545322.274415731 3278268.249598376);707949,0;13705;0,002284098078648633
164;POINT (4545330.468625437 3278274.923293925);707949,0;13705;0,002284098078648633
165;POINT (4546239.641407011 3262979.045143128);698400,0;13520;0,0022532895704749996
166;POINT (4545453.702125389 3276007.899913945);693383,0;13423;0,0022371029241762125
167;POINT (4545453.699466274 3276007.863524484);693383,0;13423;0,0022371029241762125
168;POINT (4552838.97887743 3279186.999182083);691300,0;13382;0,0022303824170523587
169;POINT (4552839.275698518 3279187.653914472);691300,0;13382;0,0022303824170523587
170;POINT (4551820.87038371 3266419.824592967);688790,0;13334;0,0022222842543635096
171;POINT (4547117.805375066 3278016.513045464);683777,0;13237;0,00220611051350327
172;POINT (4559078.656457395 3266904.579758628);680690,0;13177;0,002196150741303877
173;POINT (4560651.432722157 3272529.779637194);677552,0;13116;0,0021860264247629967
174;POINT (4546196.598859235 3262962.088330891);675495,0;13076;0,002179389802989705
175;POINT (4546196.601968164 3262962.086386171);675495,0;13076;0,002179389802989705
176;POINT (4559081.096858731 3266903.121051032);672950,0;13027;0,002171178717713561
177;POINT (4551346.532788595 3263896.244593328);671400,0;12997;0,002166177860276224
178;POINT (4551347.049196992 3263896.906420443);671400,0;12997;0,002166177860276224
179;POINT (4563639.128316234 3272161.634832731);669713,0;12965;0,002160734991568619
180;POINT (4541894.638867277 3263256.108238541);666120,0;12895;0,0021491426813929075
181;POINT (4543724.391028726 3267979.875404455);665550,0;12884;0,0021473036563998227
182;POINT (4543724.390390277 3267979.896469364);665550,0;12884;0,0021473036563998227
183;POINT (4549768.560392539 3265257.559007556);663067,0;12836;0,002139292605421172
184;POINT (4553343.957276083 3270965.145792224);658569,0;12749;0,0021247804397739834
185;POINT (4553348.152348889 3270966.224465859);658569,0;12749;0,0021247804397739834
186;POINT (4546914.206772272 3280819.478792965);656081,0;12701;0,0021167532569971483
187;POINT (4546915.832929718 3280818.616175355);656081,0;12701;0,0021167532569971483
188;POINT (4546336.178876041 3277593.218165224);654220,0;12665;0,0021107490017127067
189;POINT (4553503.787009368 3266513.839476375);654038,0;12661;0,002110161804258774
190;POINT (4546537.345117223 3273632.986435258);652481,0;12631;0,002105138362303978
191;POINT (4546537.389324991 3273632.745025097);652481,0;12631;0,002105138362303978
192;POINT (4563644.264025847 3272162.110280567);647303,0;12531;0,002088432272103635
193;POINT (4551983.610521662 3262470.115761954);646290,0;12511;0,0020851639697913624
194;POINT (4551985.64162061 3262472.836611244);646290,0;12511;0,0020851639697913624
195;POINT (4537069.296717211 3274117.469319878);644310,0;12473;0,0020787757777101187
196;POINT (4537069.312596547 3274117.467784323);644310,0;12473;0,0020787757777101187
197;POINT (4545928.115944554 3267222.594359979);643262,0;12453;0,0020753945528105516
198;POINT (4551990.543252008 3278126.22267202);630297,0;12202;0,0020335648001169543
199;POINT (4548831.719351088 3264166.271096739);629910,0;12194;0,0020323161989374383
200;POINT (4548831.707780707 3264166.280971297);629910,0;12194;0,0020323161989374383
201;POINT (4541894.529287997 3263256.172048228);627420,0;12146;0,0020242825634413293
202;POINT (4548751.859044123 3273722.276889291);625634,0;12111;0,002018520285129662
203;POINT (4548751.866077786 3273722.294653166);625634,0;12111;0,002018520285129662
204;POINT (4548657.326046183 3273101.636365015);620760,0;12017;0,0020027950082589646
205;POINT (4548656.986550211 3273101.018859819);620760,0;12017;0,0020027950082589646
206;POINT (4558572.471156349 3267412.242638702);618480,0;11973;0,0019954389082866234
207;POINT (4558572.507106466 3267412.251872569);618480,0;11973;0,0019954389082866234
208;POINT (4549948.822590746 3275117.238032806);602296,0;11659;0,0019432235039215499
209;POINT (4549948.82390506 3275117.232083525);602296,0;11659;0,0019432235039215499
210;POINT (4537135.054927471 3272028.818588115);598950,0;11595;0,0019324281045761756
211;POINT (4537136.200974344 3272028.820634978);598950,0;11595;0,0019324281045761756
212;POINT (4554053.356251462 3271046.776584704);598317,0;11582;0,0019303858189259598
213;POINT (4545282.04076994 3264153.224245834);597922,0;11575;0,0019291114068693482
214;POINT (4545281.977245593 3264153.225445045);597922,0;11575;0,0019291114068693482
215;POINT (4556006.889554156 3278003.635228198);589125,0;11404;0,0019007291211427322
216;POINT (4551794.821882717 3262771.852233485);585000,0;11325;0,0018874203876401415
217;POINT (4536800.074154006 3272225.822949036);581267,0;11252;0,0018753763871152515
218;POINT (4536800.073062956 3272225.817133992);581267,0;11252;0,0018753763871152515
219;POINT (4563064.067446767 3265522.514007881);579734,0;11223;0,0018704303777917432
220;POINT (4563063.821713983 3265522.206324031);579734,0;11223;0,0018704303777917432
221;POINT (4562948.238076969 3264287.175988121);578008,0;11189;0,0018648616810582955
222;POINT (4549786.797214859 3265981.312867664);574110,0;11114;0,001852285331193302
223;POINT (4549787.027034285 3265982.569773476);574110,0;11114;0,001852285331193302
224;POINT (4555060.124139782 3275125.579244893);572040,0;11074;0,001845606766744729
225;POINT (4554402.801195436 3265641.229040027);571680,0;11067;0,0018444452772754122
226;POINT (4554403.071877063 3265641.150144078);571680,0;11067;0,0018444452772754122
227;POINT (4546681.130979416 3281789.618295041);570291,0;11040;0,0018399638637396306
228;POINT (4554051.872640659 3271045.66729243);570147,0;11037;0,0018394992679519038
229;POINT (4551509.939222968 3263669.434941597);568800,0;11011;0,001835153361520876
230;POINT (4551509.93798863 3263669.413886078);568800,0;11011;0,001835153361520876
231;POINT (4551517.03509624 3263659.853513228);568800,0;11011;0,001835153361520876
232;POINT (4551517.028487212 3263659.884403456);568800,0;11011;0,001835153361520876
233;POINT (4553566.946851579 3280259.82425417);568433,0;11004;0,0018339692875341
234;POINT (4553566.938660058 3280259.822437216);568433,0;11004;0,0018339692875341
235;POINT (4538353.873198263 3272974.674699495);566100,0;10959;0,0018264421905009984
236;POINT (4546346.349577333 3282899.798095263);563328,0;10905;0,0018174987215872575
237;POINT (4556178.714755448 3267838.72647092);558824,0;10818;0,001802967197782247
238;POINT (4556180.106853024 3267843.584782874);558824,0;10818;0,001802967197782247
239;POINT (4538453.733552263 3276486.799778007);555906,0;10761;0,001793552680361505
240;POINT (4538454.321757995 3276486.675337431);555906,0;10761;0,001793552680361505
241;POINT (4553379.15272726 3280701.212537413);555325,0;10750;0,0017916781654124128
242;POINT (4562983.957383418 3264332.272828712);554350,0;10731;0,001788532464766346
243;POINT (4562983.966497232 3264332.326302148);554350,0;10731;0,001788532464766346
244;POINT (4559422.496950241 3275482.649647675);549722,0;10642;0,0017736008723663484
245;POINT (4559423.440366052 3275482.513956497);549722,0;10642;0,0017736008723663484
246;POINT (4545737.691849098 3283121.802285931);547018,0;10589;0,001764876795907923
247;POINT (4538453.532201035 3276488.712553957);545646,0;10563;0,0017604502304859704
248;POINT (4538815.313337693 3273479.610073605);540360,0;10460;0,0017433956934448322
249;POINT (4538809.208208358 3273477.734873055);540360,0;10460;0,0017433956934448322
250;POINT (4536719.678762749 3272249.290884003);532217,0;10303;0,0017171234469208088
251;POINT (4536717.604754962 3272251.859354032);532217,0;10303;0,0017171234469208088
252;POINT (4559932.251892 3275369.034498909);527490,0;10211;0,0017018724449167492
253;POINT (4559927.012737472 3275364.740341888);527490,0;10211;0,0017018724449167492
254;POINT (4559932.7583683 3275369.219581974);527490,0;10211;0,0017018724449167492
255;POINT (4559929.067894564 3275360.735838776);527490,0;10211;0,0017018724449167492
256;POINT (4550604.50042771 3263562.501436146);526668,0;10195;0,001699220377295142
257;POINT (4550604.504774601 3263562.501602865);526668,0;10195;0,001699220377295142
258;POINT (4547942.103369038 3263307.778244365);523620,0;10136;0,0016893864331215913
259;POINT (4547942.111226279 3263307.766304282);523620,0;10136;0,0016893864331215913
260;POINT (4563405.674858647 3266598.348240924);523530,0;10135;0,001689096060754262
261;POINT (4563405.709565138 3266598.394855969);523530,0;10135;0,001689096060754262
262;POINT (4556980.415269432 3263806.923799232);519486,0;10056;0,0016760486623822676
263;POINT (4556979.483251466 3263807.82951586);519486,0;10056;0,0016760486623822676
264;POINT (4558971.304707317 3276645.140549284);517769,0;10023;0,0016705090028855528
265;POINT (4558971.125557424 3276646.682606153);517769,0;10023;0,0016705090028855528
266;POINT (4554340.818278545 3265037.636219568);512280,0;9917;0,0016527995148381055
267;POINT (4564524.63456334 3272238.137806162);508175,0;9837;0,0016395553085282546
268;POINT (4556576.36641128 3264119.248735267);505594,0;9787;0,001631228074305179
269;POINT (4558391.141144886 3276113.367901619);500755,0;9694;0,001615615720021776
270;POINT (4546738.097442169 3261793.732719758);500454,0;9688;0,0016146445857710416
271;POINT (4546738.402084011 3261793.172519231);500454,0;9688;0,0016146445857710416
272;POINT (4556291.068550359 3263648.786791882);499236,0;9664;0,0016107148797331857
